osmid,created_by,geometry,amenity,tourism,name,station,railway,cuisine,shop
588239800,,POINT (144.9769031 -37.8804324),bbq,,,,,,
588239803,,POINT (144.9768065 -37.8807447),drinking_water,,,,,,
588239806,,POINT (144.9765732 -37.881455),bbq,,,,,,
588239811,,POINT (144.9765155 -37.881736),bbq,,,,,,
588365455,,POINT (144.9772804 -37.7983244),,,Cream,,,,hairdresser
588367445,,POINT (144.977002 -37.798329),restaurant,,Colmao Flamenco,,,spanish,
588368472,,POINT (144.9756186 -37.7981897),,,UltraTune,,,,car_repair
588369503,,POINT (144.9759713 -37.7982174),restaurant,,Los Amates,,,mexican,
588369614,,POINT (144.976029 -37.7982227),cafe,,Houndstooth,,,,
588370455,,POINT (144.976064 -37.7983073),,,Sound Reference,,,,hifi
588370954,,POINT (144.9760841 -37.7982289),embassy,,Consulate-General of Ethiopia,,,,
588371530,,POINT (144.9761859 -37.7982395),bar,,Burlesque Bar,,,,
588372181,,POINT (144.976241 -37.7982439),restaurant,,Fitz Curry Cafe,,,indian,
588402315,,POINT (144.9762881 -37.798246),bar,,La Sangria,,,spanish,
588402316,,POINT (144.976378 -37.798355),nightclub,,The Laundry,,,,
588402317,,POINT (144.9765421 -37.7982672),restaurant,,Cafe 58,,,vietnamese,
589175911,,POINT (144.9721658 -37.8111828),theatre,,Palace Theatre,,,,
589202475,,POINT (144.9739544 -37.8124293),fountain,,,,,,
589255880,,POINT (144.9682102 -37.8136466),pub,,Portland Hotel,,,,
589366176,,POINT (144.972154 -37.8103129),university,,James Cook University,,,,
589396597,,POINT (144.9738619 -37.8122563),toilets,,,,,,
589399514,,POINT (144.9739396 -37.8127175),statue,,,,,,
589399515,,POINT (144.9737458 -37.8123562),statue,,,,,,
589454510,,POINT (144.971505 -37.833751),cafe,,The Nu Deli,,,,
589455917,,POINT (144.971479 -37.833886),,,Foxy Vixen,,,,hairdresser
589456934,,POINT (144.971128 -37.834454),cafe,,The Caraway Deli,,,,
589458695,,POINT (144.9705418 -37.8352632),cafe,,Cafe Scene,,,,
589472916,,POINT (145.2817549 -38.1059574),fast_food,,Red Rooster,,,chicken,
589473054,,POINT (144.9629386 -37.8117068),,,Central Catholic Bookshop,,,,books
589516620,,POINT (144.9669989 -37.8152403),toilets,,,,,,
589559267,,POINT (145.12917 -37.877538),restaurant,,Nuts-Chan,,,japanese,
589794420,,POINT (145.1279212 -37.8758384),cafe,,Purple Orange Cafe,,,,
590694155,,POINT (144.8891527 -37.8044894),,,,,,,
591284647,,POINT (144.9565955 -37.823641),restaurant,,Lucky Chan,,,chinese,
591294587,,POINT (144.96691 -37.8167425),bureau_de_change,,Money Change,,,,
591294590,,POINT (144.9668641 -37.8166969),,,Imagination,,,,clothes
591294591,,POINT (144.9668413 -37.8166429),,,Arthur Daley's Clearance House,,,,discount
591294592,,POINT (144.9668266 -37.816591),fast_food,,Subway,,,,
591294594,,POINT (144.9668149 -37.8165655),,,7-Eleven,,,,convenience
591294615,,POINT (144.9670179 -37.8170412),fast_food,,Hungry Jack's,,,,
591294618,,POINT (144.9669446 -37.8169395),bank,,Commonwealth Bank,,,,
591294624,,POINT (144.9669093 -37.8168368),fast_food,,KFC,,,,
591294630,,POINT (144.9668856 -37.8167637),,,24-7 Cafe,,,,convenience
591294643,,POINT (144.9670327 -37.8172002),fast_food,,McDonald's,,,burger,
591294653,,POINT (144.9670465 -37.8170963),atm,,,,,,
591321341,,POINT (144.966829 -37.8174319),,,Dangerfield,,,,clothes
591321350,,POINT (144.9666228 -37.8175156),,,City Convenience Store,,,,convenience
591372262,,POINT (144.9665144 -37.8175372),restaurant,,Flora,,,indian,
591372270,,POINT (144.9663856 -37.8175753),,,STA Travel,,,,travel_agency
591382454,,POINT (144.9648136 -37.8173513),fast_food,,KFC,,,,
591382455,,POINT (144.964766 -37.8172518),stripclub,,Crazy Horse Club X,,,,
591382456,,POINT (144.964884 -37.8172878),embassy,,Consulate of Nepal,,,,
591382457,,POINT (144.9649673 -37.8175611),,,Coles Central,,,,supermarket
591382458,,POINT (144.9652542 -37.8178556),bank,,,,,,
591391650,,POINT (144.9667117 -37.817569),telephone,,,,,,
591391651,,POINT (144.9660245 -37.8176707),,,Flight Centre,,,,travel_agency
591391652,,POINT (144.9660942 -37.8176517),,,Backpackers World Travel,,,,travel_agency
591391653,,POINT (144.9661635 -37.8176298),,hostel,The Elephant International Backpackers,,,,
591416771,,POINT (144.9612853 -37.8194115),toilets,,,,,,
591428494,,POINT (145.1279212 -37.8758574),,,Village Lingerie,,,,clothes
591428652,,POINT (145.12759 -37.8757632),restaurant,,Golden Ocean,,,chinese,
591429010,,POINT (145.1279279 -37.875723),,,Hamilton Pl. Travel,,,,travel_agency
591878002,,POINT (145.1758839 -37.8972665),,,,,,,
591878005,,POINT (145.1905267 -37.9078428),bicycle_parking,,,,,,
591878009,,POINT (145.1905663 -37.9074269),bicycle_parking,,,,,,
591883852,,POINT (144.9647927 -37.8175113),telephone,,,,,,
591887778,,POINT (144.9650616 -37.8180086),fast_food,,Lord of the Fries,,,burger,
591887782,,POINT (144.9650366 -37.8178769),,,7-Eleven,,,,convenience
591887785,,POINT (144.9650098 -37.8178239),bureau_de_change,,,,,,
592109271,,POINT (145.0901914 -37.9008355),,,Woolworths,,,,supermarket
592643659,,POINT (144.9652106 -37.8178708),cafe,,Fine Grind,,,,
592643663,,POINT (144.9656324 -37.8177951),,,Sam's Friendly Grocer,,,,supermarket
592643664,,POINT (144.9664548 -37.8175572),,,OTC,,,,clothes
592643665,,POINT (144.9648706 -37.8174327),,,Liquorland Express,,,,alcohol
592643666,,POINT (144.9666007 -37.8175376),bureau_de_change,,,,,,
592646551,,POINT (144.9662161 -37.8176165),,,Second Hand Books,,,,books
592646564,,POINT (144.9662107 -37.817536),college,,Melbourne College of Hair and Beauty,,,,
592653412,,POINT (145.1294505 -37.9103098),cafe,,Café Cinque Lire,,,italian,
592662289,,POINT (144.9651319 -37.8179609),,,Walker's Doughnuts,,,,confectionery
592662914,,POINT (144.9654695 -37.8133517),,,,,,,kiosk
592800809,,POINT (144.9680965 -37.817103),telephone,,,,,,
592809433,,POINT (144.9685265 -37.8169939),,,My Mac Australia,,,,computer
592812275,,POINT (144.967308 -37.8168708),taxi,,Bourke Street - St Paul's Cathedral,,,,
592812280,,POINT (144.9670729 -37.8169481),,,,,,,kiosk
592812285,,POINT (144.967368 -37.816893),telephone,,,,,,
592833686,,POINT (144.9690557 -37.8160266),,hotel,Quest on Flinders Lane,,,,
592838036,,POINT (144.9689591 -37.8159734),,,Flinders Lane Dry Cleaners,,,,dry_cleaning
592841894,,POINT (144.9693655 -37.8159946),cafe,,Two Fingers,,,,
592841898,,POINT (144.96938 -37.8160375),bar,,Ondergronds Bar,,,,
593475843,,POINT (144.9639026 -37.8105463),place_of_worship,,CrossCulture Church of Christ,,,,
593475844,,POINT (144.9637799 -37.8100769),fast_food,,Nando's,,,,
593488402,,POINT (144.9638531 -37.8099041),,,,,,,kiosk
593523664,,POINT (145.1697116 -37.8616188),fire_station,,MFB,,,,
593553895,,POINT (145.1984085 -37.8833378),parking,,,,,,
593555975,,POINT (145.1925372 -37.8894239),parking,,,,,,
593990782,,POINT (144.9692524 -37.8156568),bar,,Yak Bar and Food,,,,
594008573,,POINT (145.2403528 -38.0785702),,,BP Shop,,,,convenience
594158872,,POINT (145.1962944 -37.8967257),toilets,,,,,,
594172505,,POINT (144.9664148 -37.8164733),,hostel,The Greenhouse Backpacker,,,,
594172513,,POINT (144.9663075 -37.8161195),parking,,AOC Car Park,,,,
594172519,,POINT (144.9657123 -37.8169395),pharmacy,,Pulse Pharmacy,,,,
594172523,,POINT (144.9644568 -37.8163653),bank,,ANZ,,,,
594172535,,POINT (144.9646848 -37.8162996),bank,,HSBC,,,,
594192881,,POINT (144.9665531 -37.8159829),,motel,City Square Motel,,,,
594192888,,POINT (144.9665799 -37.8160486),,,EB Games,,,,computer
594206609,,POINT (144.9656224 -37.8160147),post_office,,,,,,
594206614,,POINT (144.9656492 -37.8158092),telephone,,,,,,
594206618,,POINT (144.9644985 -37.8165868),atm,,,,,,
594206622,,POINT (144.9646112 -37.81675),bank,,Bankwest,,,,
594206628,,POINT (144.9646503 -37.8168761),pharmacy,,My Chemist,,,,
594206654,,POINT (144.9654715 -37.815859),post_box,,,,,,
594214596,,POINT (144.9661239 -37.8157626),,,A&R Bargain Books,,,,books
594214599,,POINT (144.9660247 -37.815788),,,Harvey World Travel,,,,travel_agency
594214602,,POINT (144.9659254 -37.8158113),bureau_de_change,,American Express Foreign Exchange,,,,
594229289,,POINT (144.966707 -37.81603),telephone,,,,,,
594229290,,POINT (144.9644727 -37.8168187),telephone,,,,,,
594339250,,POINT (144.9662745 -37.8153414),pharmacy,,Mulqueeny Pharmacy,,,,
594339252,,POINT (144.9662503 -37.8152969),,,City Convenience Store,,,,convenience
594343213,,POINT (144.9650625 -37.815988),drinking_water,,,,,,
594365265,,POINT (144.9743813 -37.8131966),,museum,City Museum,,,,
594370602,,POINT (144.9672751 -37.8151472),telephone,,,,,,
594397738,,POINT (144.9664288 -37.812787),,,Target Bourke Street,,,,department_store
594397742,,POINT (144.966394 -37.813128),cafe,,Gloria Jean's Coffees,,,,
594482405,,POINT (145.1501108 -37.8710132),school,,St. Christopher’s School,,,,
594502010,,POINT (145.1893527 -37.8730838),,,Bird Hide - Bushy Park Wetlands,,,,
594509656,,POINT (145.1503522 -37.8769372),doctors,,Coleman Parade Medical Centre,,,,
594514542,,POINT (145.1741244 -37.8672631),parking,,,,,,
594518606,,POINT (145.1676335 -37.8647074),,,,,,,
594764576,,POINT (144.9654818 -37.8126577),,,7-Eleven,,,,convenience
594764589,,POINT (144.9654941 -37.81252),,,Malos Australia,,,,clothes
594764596,,POINT (144.965706 -37.812467),bank,,Citibank,,,,
594773184,,POINT (144.9657759 -37.8124553),restaurant,,Dae Jang Geum,,,korean,
594777046,,POINT (144.9659007 -37.8125083),pharmacy,,Creelman's Pharmacy,,,,
594777050,,POINT (144.9661687 -37.8123759),restaurant,,Spicy Fish Restaurant,,,chinese,
594777054,,POINT (144.9663645 -37.8123271),,,Vintage Cellars,,,,alcohol
594798514,,POINT (144.9665518 -37.8121693),telephone,,,,,,
594798517,,POINT (144.9666308 -37.812254),restaurant,,Dragon Boat Restaurant,,,chinese,
594812219,,POINT (144.9674652 -37.8119711),,,7-Eleven,,,,convenience
594812697,,POINT (144.9677989 -37.8126645),fast_food,,Hungry Jack's,,,burger,
594819685,,POINT (144.9672583 -37.8123424),cinema,,Chinatown Cinema,,,,
595434602,,POINT (144.9669189 -37.8129316),,,JB Hi-Fi,,,,audio_video
595441836,,POINT (144.9657566 -37.8131589),atm,,,,,,
595441840,,POINT (144.9657941 -37.8131462),atm,,,,,,
595441845,,POINT (144.965692 -37.8131801),bureau_de_change,,The Change Group,,,,
595441848,,POINT (144.9656681 -37.8129385),bank,,HSBC,,,,
595446398,,POINT (145.1267411 -37.8770388),doctors,,Mount Waverley Clinic,,,,
595480844,,POINT (144.9644398 -37.8158621),pub,,Charles Dickens Tavern,,,,
595482856,,POINT (144.9663757 -37.8142862),cafe,,Cafe L'Incontro,,,,
595482857,,POINT (144.9661813 -37.8143148),,,,,,,
595483770,,POINT (144.9665079 -37.8134388),fast_food,,Subway,,,sandwich,
595483771,,POINT (144.9663354 -37.8134959),cafe,,De La France,,,,
595484156,,POINT (144.965992 -37.813583),,,7-Eleven,,,,convenience
595484157,,POINT (144.966039 -37.813565),bureau_de_change,,Travelex/Western Union,,,,
595484158,,POINT (144.9662273 -37.8135118),,,Optus World,,,,mobile_phone
595484159,,POINT (144.9660798 -37.813552),,,Hype DC,,,,shoes
595484361,,POINT (144.9661957 -37.8134219),telephone,,,,,,
595484362,,POINT (144.9660844 -37.8134526),telephone,,,,,,
595500104,,POINT (144.962868 -37.837541),,,Ivy & Eve Flowers,,,,florist
595500263,,POINT (144.962611 -37.836995),restaurant,,Spirit of India,,,indian,
595500530,,POINT (144.960564 -37.833275),fast_food,,Kebabs on Clarendon,,,kebab,
595501090,,POINT (144.957017 -37.825805),,,IGA X-press + Liquor,,,,convenience
595501096,,POINT (144.956405 -37.824646),post_box,,,,,,
595501879,,POINT (144.9551367 -37.8205345),,hotel,Pensione Hotel Melbourne,,,,
595502061,,POINT (144.9542231 -37.8187121),,,IGA X-press Spencer Street,,,,convenience
595502244,,POINT (144.9559558 -37.8184281),post_box,,,,,,
595502449,,POINT (144.956964 -37.818339),post_box,,,,,,
595502526,,POINT (144.957079 -37.818322),telephone,,,,,,
595502879,,POINT (144.9587942 -37.8174641),bank,,NAB,,,,
595502963,,POINT (144.960835 -37.817059),telephone,,,,,,
595503060,,POINT (144.961231 -37.816533),,,IGA,,,,convenience
595503265,,POINT (144.963125 -37.816381),telephone,,,,,,
595503464,,POINT (144.965285 -37.815771),telephone,,,,,,
595503986,,POINT (144.969151 -37.814639),post_box,,,,,,
595504132,,POINT (144.972993 -37.813499),telephone,,,,,,
595504494,,POINT (144.9754159 -37.8091339),fire_station,,Eastern Hill #1,,,,
595504813,,POINT (144.9755 -37.808663),,museum,Fire Services Museum,,,,
595507870,,POINT (144.986715 -37.803802),pub,,Bar 162,,,,
595509409,,POINT (144.977769 -37.801333),restaurant,,Bangla Sweets & Curry Cafe,,,indian,
595509542,,POINT (144.978414 -37.799755),arts_centre,,Sutton Gallery,,,,
595509960,,POINT (144.9782612 -37.7986722),,,Dangerfield,,,,clothes
595561852,,POINT (144.973766 -37.80604),cafe,,Garden View Cafe,,,,
595562331,,POINT (144.9719688 -37.8095643),post_box,,,,,,
595564226,,POINT (144.9714756 -37.8085711),pub,,Elms Family Hotel,,,,
595564983,,POINT (144.9703115 -37.8089653),pub,,Oddfellows Hotel,,,,
595594342,,POINT (144.9699521 -37.8100373),toilets,,,,,,
595785248,,POINT (144.9690261 -37.8090665),telephone,,,,,,
595786166,,POINT (144.9694847 -37.809164),pub,,Coopers Inn,,,,
595786374,,POINT (144.9696725 -37.8096599),pharmacy,,Exhibition Pharmacy,,,,
595786445,,POINT (144.96969 -37.809903),telephone,,,,,,
595787645,,POINT (144.969541 -37.8103168),,,7-Eleven,,,,convenience
595788820,,POINT (144.969601 -37.810509),fast_food,,Subway,,,sandwich,
595789347,,POINT (144.9693613 -37.810374),restaurant,,Curry Bowl,,,,
595792884,,POINT (144.9702171 -37.8119174),pub,,Elephant & Wheelbarrow,,,,
595792990,,POINT (144.9709573 -37.8132156),post_box,,,,,,
595793078,,POINT (144.9708956 -37.8124824),telephone,,,,,,
595793509,,POINT (144.9708339 -37.812154),,,7-Eleven,,,,convenience
595793529,,POINT (144.970368 -37.812174),telephone,,,,,,
595793567,,POINT (144.9693506 -37.8122218),pub,,Welcome Stranger,,,,
595793600,,POINT (144.9695491 -37.8121773),,,7-Eleven,,,,convenience
595842972,,POINT (144.9704395 -37.8123639),bank,,Commonwealth Bank,,,,
595867431,,POINT (144.9764876 -37.8114246),,hotel,Park Hyatt Melbourne,,,,
595868477,,POINT (145.2299291 -37.8118633),cinema,,Hoyts,,,,
595898871,,POINT (145.1880331 -37.8684832),school,,Legend Park Preschool,,,,
595960411,,POINT (144.975827 -37.7986016),college,,Southern School of Natural Therapies,,,,
595960554,,POINT (144.974555 -37.798662),embassy,,Austrian Consulate General,,,,
595960784,,POINT (144.97426 -37.798106),,,Beaurepaires,,,,car_repair
595960851,,POINT (144.9755342 -37.7977077),atm,,,,,,
595960994,,POINT (144.976973 -37.798056),,,Hares & Hyenas,,,,books
596228897,,POINT (145.0344402 -37.8729569),parking,,,,,,
596229558,,POINT (145.029281 -37.8705707),,picnic_site,,,,,
596247294,,POINT (145.061965 -37.860878),,picnic_site,,,,,
597124624,,POINT (145.3111174 -38.0257623),police,,Narre Warren,,,,
597124793,,POINT (145.1284801 -37.8805067),police,,,,,,
597124830,,POINT (145.2785836 -37.799029),police,,Police Station,,,,
597465577,,POINT (144.9659594 -37.8105317),pub,,Three Degrees,,,,
597550412,,POINT (144.9640951 -37.8159767),telephone,,,,,,
597550592,,POINT (144.9647602 -37.8159078),taxi,,,,,,
597551388,,POINT (144.9653742 -37.8148904),,hotel,Causeway 353 Hotel,,,,
597557836,,POINT (144.960959 -37.823439),post_box,,,,,,
597557841,,POINT (144.960784 -37.818796),post_box,,,,,,
597558003,,POINT (144.9597801 -37.8187284),telephone,,,,,,
597558185,,POINT (144.9584242 -37.8155291),post_box,,,,,,
597558756,,POINT (144.9582123 -37.8149908),,hotel,Quest on William,,,,
597558832,,POINT (144.957229 -37.815791),telephone,,,,,,
597558906,,POINT (144.956068 -37.816347),telephone,,,,,,
597558921,,POINT (145.0614102 -37.8635895),,viewpoint,,,,,
597592130,,POINT (144.977878 -37.800766),restaurant,,Thai O'Cha,,,thai,
597595134,,POINT (144.978318 -37.8002037),,,Fur Hairdressing,,,,hairdresser
597597039,,POINT (144.9838517 -37.8003449),fast_food,,Hasir Kebabs,,,kebab,
597597218,,POINT (144.9837583 -37.8008596),cafe,,Soul Food Café,,,vegetarian,
597597456,,POINT (144.984076 -37.801078),restaurant,,Shoubu,,,japanese,
597598388,,POINT (144.984059 -37.801137),,,Flight Centre,,,,travel_agency
597923767,,POINT (144.9692173 -37.811867),restaurant,,Flower Drum,,,chinese,
597923771,,POINT (144.9694036 -37.8117442),nightclub,,Ding Dong Lounge,,,,
598019076,,POINT (144.967527 -37.81869),pub,,Clocks at Flinders,,,,
598032208,,POINT (144.9674253 -37.8146876),,hotel,Quest Collins Street Central,,,,
598033511,,POINT (144.9669117 -37.815523),fountain,,John Mockridge Fountain,,,,
598033512,,POINT (144.9675324 -37.8161565),parking,,City Square Car Park,,,,
598033513,,POINT (144.9671688 -37.8155399),bar,,Martini Bar,,,,
598035322,,POINT (144.9668304 -37.8144174),restaurant,,Alice's Thai Restaurant,,,thai,
598049534,,POINT (144.9676748 -37.8152435),telephone,,,,,,
598049860,,POINT (144.969671 -37.8155945),place_of_worship,,Church of Scientology,,,,
598049995,,POINT (144.9678809 -37.8147584),bar,,The Longroom,,,,
598056315,,POINT (144.9617749 -37.8144293),fast_food,,McDonald's Bourke Street West,,,,
598056414,,POINT (144.9635881 -37.8143558),fast_food,,McDonald's,,,burger,
598056515,,POINT (144.966283 -37.813393),telephone,,,,,,
598056712,,POINT (144.970078 -37.812003),restaurant,,Jaisalmer Palace,,,indian,
598056735,,POINT (144.9727073 -37.8112701),pub,,Imperial Hotel,,,,
598108466,,POINT (144.969991 -37.799138),restaurant,,East Imperial Chinese Restaurant,,,chinese,
598109211,,POINT (144.968048 -37.798548),cafe,,Brunetti,,,,
598109742,,POINT (144.9671498 -37.7981642),cafe,,Tiamo,,,,
598109860,,POINT (144.967267 -37.798065),,,Readings,,,,books
598110355,,POINT (144.967578 -37.798158),,,STA Travel,,,,travel_agency
598114275,,POINT (144.968375 -37.797879),pharmacy,,Amcal Chemist,,,,
598114418,,POINT (144.9676366 -37.7975114),telephone,,,,,,
598114553,,POINT (144.967727 -37.797557),,,Donati's Fine Meats,,,,butcher
598115309,,POINT (144.9673027 -37.7973037),cafe,,Intersection Cafe,,,,
598115614,,POINT (144.9672651 -37.79754),restaurant,,Jimmy Watson's,,,,
598115775,,POINT (144.9672772 -37.7974595),pharmacy,,Chris Janson Pharmacy,,,,
598120503,,POINT (144.9672128 -37.7984281),telephone,,,,,,
598122444,,POINT (144.967344 -37.79907),telephone,,,,,,
598123906,,POINT (144.9670162 -37.7989399),pharmacy,,Truman Pharmacy,,,,
598126490,,POINT (144.9669929 -37.7991646),cafe,,Street Café,,,,
598129041,,POINT (144.9669572 -37.7992536),,,Brown Gouge,,,,dry_cleaning
598134087,,POINT (144.967882 -37.799307),restaurant,,Cafe Italia,,,,
598325974,,POINT (145.0940046 -37.9780389),,,Moorabbin airport playground,,,,
598377897,,POINT (144.9684226 -37.8129996),restaurant,,Taco Bill,,,mexican,
598377898,,POINT (144.9684495 -37.8130536),restaurant,,Edoya,,,japanese,
598377899,,POINT (144.9683823 -37.8129085),,,Florsheim,,,,shoes
598387776,,POINT (144.966397 -37.815336),,,Fruit Addicts,,,,greengrocer
598400056,,POINT (144.9652558 -37.8136835),drinking_water,,,,,,
598400057,,POINT (144.9641702 -37.8143219),,hotel,Causeway Inn on the Mall,,,,
598401450,,POINT (144.9637813 -37.815002),pharmacy,,MyChemist,,,,
598403539,,POINT (144.9642372 -37.8141629),bank,,ANZ,,,,
598403612,,POINT (144.9638885 -37.8142371),bank,,Bankwest,,,,
598404239,,POINT (144.9637839 -37.8142646),,,General Pants Co.,,,,clothes
598404512,,POINT (144.963662 -37.8144712),pub,,Melbourne Bar & Bistro,,,,
598404517,,POINT (144.9635539 -37.8144119),fast_food,,Red Rooster,,,,
598405137,,POINT (144.9635498 -37.8148696),telephone,,,,,,
598405138,,POINT (144.9636176 -37.8148389),bureau_de_change,,Nationwide Foreign Exchange,,,,
598405139,,POINT (144.9636579 -37.8148876),,,Payless Shoes,,,,shoes
