osmid,geometry,created_by,man_made,name,leisure,amenity,addr:street,addr:housenumber
1536860255,POINT (-73.9591074 40.7166641),,,Dijital Fix,,,Bedford Ave.,218
1563795631,POINT (-73.9370227 40.7573188),,,Six Stars of New York Limousine Service (212) 501-7400,,taxi,23 Street,37-22
1563823433,POINT (-73.9883924 40.7598625),,,Six Stars of New York Limousine Service (212) 501-7400,,taxi,Broadway,1535
1563861037,POINT (-74.093492 40.5855062),,,Limo After Dark Limousine Service (800) 668-7688,,taxi,Naughton Ave,
1568008206,POINT (-73.9973446 40.7615758),,,Market Diner,,restaurant,11th Ave,572
1568041070,POINT (-73.9107584 40.7475101),,,"pool, small",,swimming_pool,,
1568084758,POINT (-73.9220154 40.7472512),,,,,toilets,,
1568085339,POINT (-73.9106163 40.7474871),,,,,toilets,,
1568086503,POINT (-73.9101871 40.7475847),,,sprinkler on during summer months,,fountain,,
1568088759,POINT (-73.9101979 40.7473652),,,,,drinking_water,,
1568088762,POINT (-73.911142 40.7473693),,,,,drinking_water,,
1568088764,POINT (-73.9086261 40.7462395),,,,,drinking_water,,
1574203040,POINT (-73.9866767 40.7561524),,,Times Square Ball,,,,
1574243027,POINT (-73.9823365 40.7577419),,,,,embassy,,
1575025740,POINT (-73.9374967 40.7497284),,,,,bicycle_parking,,
1577352522,POINT (-73.9733014 40.74488),,,,,toilets,,
1577352525,POINT (-73.9733033 40.7451252),,,,,drinking_water,,
1577494686,POINT (-73.9722259 40.7451313),,,,,fountain,,
1577583879,POINT (-73.973396 40.7369839),,,,playground,,,
1578210977,POINT (-73.9727781 40.7242435),,,,,drinking_water,,
1578226903,POINT (-73.9728391 40.7238579),,,,,toilets,,
1578232362,POINT (-73.9723696 40.7243241),,,,,drinking_water,,
1578232372,POINT (-73.9721577 40.7253435),,,,,drinking_water,,
1578232374,POINT (-73.972552 40.7245802),,,,,cinema,,
1578467124,POINT (-73.9710056 40.7490568),,,Tudor Grove Playground,playground,,,
1578467131,POINT (-73.9706277 40.7495218),,,Mary O'Connor Playground,playground,,,
1578704294,POINT (-73.9728897 40.7442597),,,,,bicycle_parking,,
1578704295,POINT (-73.972883 40.7441763),,,,playground,,,
1578704296,POINT (-73.9722393 40.7459189),,,,,bicycle_parking,,
1578735135,POINT (-73.9740195 40.7447445),,,Pinetree Lodge,,bar,East 35th Street,326
1578758800,POINT (-73.9720417 40.7465639),,,Novello Market,,,East 38th Street,
1578759390,POINT (-73.9717363 40.7464278),,,,,post_box,,
1579313165,POINT (-73.9772068 40.6813692),,,Alchemy,,restaurant,5th Avenue,56
1579313166,POINT (-73.9774188 40.6815218),,,Black Sheep Pub,,pub,Bergen St,428
1579313167,POINT (-73.977425 40.681064),,,Convivium Osteria,,restaurant,5th Avenue,68
1579313168,POINT (-73.977132 40.6814373),,,Cyprus Avenue,,pub,5th Avenue,52
1579313169,POINT (-73.9772822 40.6812808),,,Uncle Barry's,,pub,5th Avenue,58
1580650334,POINT (-73.9770024 40.752706),,,"Apple Store, Grand Central",,,,
1580650335,POINT (-73.9785534 40.7586993),,,Rockefeller Center Christmas Tree,,,,
1581175946,POINT (-73.9726017 40.7468083),,,Embassy,,embassy,East 38th Street,325
1581175976,POINT (-73.972926 40.7469311),,,Icon Parking,,parking,,
1581175993,POINT (-73.9717921 40.7464515),,,NUY Outpatient Surgery Center,,hospital,,333
1581176007,POINT (-73.9722753 40.7466615),,,Spectrum News,,,,
1581644817,POINT (-73.9738044 40.7464884),,,Barber,,,,
1581644831,POINT (-73.9759588 40.7449771),,,Capital One,,bank,,
1581645056,POINT (-73.9737008 40.7464425),,,Landromat,,,,
1581645273,POINT (-73.9733919 40.7463244),,,,,parking,,
1583880050,POINT (-73.956768 40.6875813),,,Bedford Hill,,cafe,Franklin Ave,343
1584932885,POINT (-73.9767485 40.7439081),,,Dunkin Donuts,,fast_food,,601
1584932886,POINT (-73.9747602 40.7444618),,,EL PARADOR cafe,,cafe,,
1584932953,POINT (-73.9769285 40.7436514),,,Starbucks,,cafe,,
1585033979,POINT (-74.0087239 40.7051797),,,Killarney Rose,,pub,,
1585083994,POINT (-73.9768252 40.7437924),,,Duane Reade,,pharmacy,,585
1585084030,POINT (-73.9732905 40.7449649),,,St Vartans play group prechool,,school,,
1585270147,POINT (-74.0173162 40.7120091),,,,playground,,,
1587241916,POINT (-73.95429 40.674522),,,,,bicycle_parking,Prospect Place,
1587242902,POINT (-73.95406 40.67445),,,,,bicycle_parking,Prospect Place,
1587247877,POINT (-73.956215 40.675262),,,,,bicycle_parking,Franklin Avenue,683
1587251881,POINT (-73.9564238 40.6752221),,,,,bicycle_parking,Franklin Avenue,680
1587253254,POINT (-73.95773 40.67099),,,Pulp and Bean,,cafe,Franklin Avenue,809
1587253666,POINT (-73.95781 40.670956),,,,,bicycle_parking,Franklin Avenue,809
1587255786,POINT (-73.957596 40.671406),,,Bob & Betty's Food Market,,,Franklin Avenue,805
1587259923,POINT (-73.95763 40.671413),,,,,bicycle_parking,Franklin Avenue,805
1587260650,POINT (-73.95764 40.67138),,,,,bicycle_parking,Franklin Avenue,805
1587261117,POINT (-73.95772 40.671207),,,,,bicycle_parking,,
1587322562,POINT (-73.957886 40.671253),,,,,bicycle_parking,Franklin Avenue,796
1587448239,POINT (-73.9530856 40.6736383),,,,,bicycle_parking,Park Place,
1587821077,POINT (-73.957535 40.671677),,,,,bicycle_parking,Franklin Ave,801
1587823055,POINT (-73.95744 40.671978),,,,,bicycle_parking,Franklin Ave,789
1587826043,POINT (-73.9573304 40.6721314),,,,,bicycle_parking,Franklin Ave,783
1587828754,POINT (-73.957251 40.6722751),,,,,bicycle_parking,Franklin Ave,775
1587833726,POINT (-73.95696 40.673164),,,,,bicycle_parking,,747
1587835073,POINT (-73.95703 40.673),,,,,bicycle_parking,Franklin Ave,751
1587839650,POINT (-73.95705 40.673485),,,,,bicycle_parking,,736
1587841705,POINT (-73.9566783 40.6738375),,,,,bicycle_parking,,721
1587843681,POINT (-73.956614 40.6740015),,,,,bicycle_parking,,717
1587940523,POINT (-73.96388 40.679153),,,,,bicycle_parking,,617
1587946177,POINT (-73.9638 40.678894),,,,,bicycle_parking,,625
1587955351,POINT (-73.96372 40.67827),,,,,bicycle_parking,Washington Avenue,637
1587961504,POINT (-73.96397 40.67826),,,,,bicycle_parking,Washington Avenue,664
1587966040,POINT (-73.96345 40.67708),,,,,bicycle_parking,Washington Avenue,671
1587968013,POINT (-73.963455 40.677006),,,,,bicycle_parking,Washington Avenue,679
1587971729,POINT (-73.96323 40.67661),,,,,bicycle_parking,Prospect Place,391
1587978226,POINT (-73.9563806 40.6753656),,,,,bicycle_parking,Franklin Avenue,678
1587996206,POINT (-73.95333 40.675255),,,,,bicycle_parking,Bedford Avenue,1400
1587997346,POINT (-73.95261 40.675148),,,,,bicycle_parking,Rogers Avenue,1401
1588000994,POINT (-73.953926 40.673462),,,,,bicycle_parking,Bedford Avenue,1453
1588003161,POINT (-73.95396 40.673275),,,,,bicycle_parking,Bedford Avenue,1461
1588004476,POINT (-73.952896 40.6725),,,,,bicycle_parking,Bedford Avenue,1473
1588004880,POINT (-73.95272 40.672585),,,,,bicycle_parking,Sterling Place,742
1588014618,POINT (-73.952965 40.671234),,,,,bicycle_parking,Bedford Avenue,1515
1588017974,POINT (-73.95303 40.67107),,,,,bicycle_parking,Bedford Avenue,1517
1588020103,POINT (-73.95346 40.670315),,,,,bicycle_parking,Eastern Parkway,391
1588021773,POINT (-73.95378 40.670395),,,,,bicycle_parking,,393
1588031535,POINT (-73.95782 40.671528),,,,,bicycle_parking,Lincoln Place,562
1588031551,POINT (-73.95782 40.671528),,,,,bicycle_parking,Lincoln Place,562
1588327484,POINT (-73.96366 40.676723),,,,,bicycle_parking,Washington Avenue,714
1588327784,POINT (-73.96369 40.676846),,,,,bicycle_parking,,710
1588328033,POINT (-73.96372 40.677055),,,,,bicycle_parking,Washington Avenue,704
1588329417,POINT (-73.96378 40.67704),,,Minor Arcana,,pub,Washington Avenue,706
1588331482,POINT (-73.96375 40.6773),,,,,bicycle_parking,Washington Avenue,690
1588333468,POINT (-73.963875 40.67749),,,,,bicycle_parking,Saint Marks Avenue,348
1588337194,POINT (-73.96394 40.678207),,,,,bicycle_parking,Washington Avenue,666
1588466562,POINT (-73.95293 40.67618),,,,,bicycle_parking,Bergen Street,
1588536973,POINT (-73.95365 40.675373),,,,,bicycle_parking,Saint Marks Avenue,608
1588543987,POINT (-73.95291 40.675255),,,,,bicycle_parking,Bedford Avenue,1401
1590166989,POINT (-74.0259665 40.6292051),,,"(kids,adults)",,dentist,,
1590166991,POINT (-74.0092396 40.6556689),,,Costco,,,,
1593696153,POINT (-73.95408 40.673775),,,,,bicycle_parking,Bedford Avenue,1448
1594668230,POINT (-73.96287 40.672424),,,,,bicycle_parking,Washington Avenue,856
1594679763,POINT (-73.96283 40.672234),,,,,bicycle_parking,Washington Avenue,856
1594683140,POINT (-73.96253 40.672688),,,,,bicycle_parking,Washington Avenue,797
1594684307,POINT (-73.96303 40.67308),,,,,bicycle_parking,Washington Avenue,840
1594685226,POINT (-73.96265 40.673138),,,,,bicycle_parking,Washington Avenue,791
1594686443,POINT (-73.96308 40.673477),,,,,bicycle_parking,Washington Avenue,824
1594687358,POINT (-73.96309 40.67344),,,,,bicycle_parking,Washington Avenue,820
1594688892,POINT (-73.96272 40.673447),,,,,bicycle_parking,Washington Avenue,825
1594691078,POINT (-73.962875 40.674572),,,,,bicycle_parking,Sterling Place,183
1594973359,POINT (-73.95426 40.672577),,,,,bicycle_parking,Bedford Avenue,1473
1594976404,POINT (-73.954124 40.67281),,,,,bicycle_parking,Sterling Place,752
1596317515,POINT (-73.9577 40.671696),,,,,bicycle_parking,Franklin Avenue,786
1596349545,POINT (-73.957634 40.671886),,,,,bicycle_parking,Franklin Avenue,778
1596481355,POINT (-73.95939 40.67736),,,,,bicycle_parking,Classon Avenue,667
1596486755,POINT (-73.95867 40.67731),,,,,bicycle_parking,Bergen Street,864
1596491313,POINT (-73.958885 40.677612),,,,,bicycle_parking,Bergen Street,865
1596622584,POINT (-73.9511868 40.7238006),,,Nights and Weekends,,restaurant,Bedford Ave,1
1596623714,POINT (-73.948982 40.7244918),,,Amber,,restaurant,,
1596628497,POINT (-73.9568355 40.7188243),,,Jumelle,,,,
1596689071,POINT (-73.9776866 40.731978),,,,,fountain,,
1597800754,POINT (-73.95021 40.674145),,,,,bicycle_parking,Nostrand Avenue,722
1597801065,POINT (-73.95005 40.673676),,,,,bicycle_parking,Nostrand Avenue,687
1598063897,POINT (-73.949974 40.67418),,,,,bicycle_parking,Nostrand Avenue,671
1598072524,POINT (-73.95051 40.67357),,,,,bicycle_parking,Park Place,825
1598076081,POINT (-73.94999 40.6731),,,,,bicycle_parking,Nostrand Avene,707
1598146384,POINT (-73.95062 40.67098),,,,,bicycle_parking,Nostrand Avenue,814
1598429488,POINT (-73.95017 40.670933),,,,,bicycle_parking,Nostrand Avenue,773
1598429516,POINT (-73.9502 40.671284),,,,,bicycle_parking,Nostrand Avenue,769
1598430324,POINT (-73.95062 40.671356),,,,,bicycle_parking,Nostrand Avenue,806
1598430354,POINT (-73.950485 40.672024),,,,,bicycle_parking,Nostrand Avenue,
1598430536,POINT (-73.95038 40.672363),,,,,bicycle_parking,Nostrand Avenue,764
1598431981,POINT (-73.95076 40.67242),,,,,bicycle_parking,Sterling Place,844
1598432040,POINT (-73.950455 40.672604),,,,,bicycle_parking,Sterling Place,845
1598436429,POINT (-73.94992 40.67334),,,,,bicycle_parking,Park Place,825
1598437732,POINT (-73.95039 40.673386),,,,,bicycle_parking,Park Place,820
1598437742,POINT (-73.950615 40.67341),,,,,bicycle_parking,Park Place,818
1598437743,POINT (-73.950615 40.67341),,,,,bicycle_parking,Park Place,818
1598445331,POINT (-73.95036 40.672947),,,,,bicycle_parking,Nostrand Avenue,752
1598454205,POINT (-73.95014 40.672398),,,,,bicycle_parking,Nostrand Ave,727
1599499030,POINT (-73.9840621 40.6763287),,,Root Hill cafe,,cafe,,
1599501273,POINT (-73.9808421 40.676111),,,Associated Supermarket,,,,
1605519635,POINT (-73.9596575 40.6553609),,,Dunkin Dounuts,,fast_food,,
1605522522,POINT (-73.9599365 40.6554952),,,Duane Reade,,pharmacy,,
1605522918,POINT (-73.9613312 40.6551778),,,Pioneer,,,,
1605525994,POINT (-73.9594172 40.6555973),,,Nelson's Barber Shop,,,,
1606745845,POINT (-73.9853992 40.7552546),,,Cafe O 42,,fast_food,West 42nd,130
1608794595,POINT (-73.995877 40.726185),,,Petsmart,,,,
1608795907,POINT (-73.99596 40.725998),,,Urban Outfitters,,,,
1618345651,POINT (-73.960335 40.67452),,,,,bicycle_parking,Classon Avenue,720
1618345863,POINT (-73.96029 40.674686),,,,,bicycle_parking,Classon Avenue,716
1618345874,POINT (-73.96019 40.674828),,,,,,Classon Avenue,714
1628523015,POINT (-73.8506588 40.7603924),,,World's Fair Marina,marina,,,
1629059419,POINT (-73.8552689 40.7007209),,,,,toilets,,
1629061749,POINT (-73.8583297 40.698427),,,Forest Park Bandshell,,theatre,,
1635936716,POINT (-73.9860928 40.7188138),,,Antibes Bistro,,restaurant,Suffolk St.,112
1640916349,POINT (-73.9635148 40.6757101),,,Cepeda,,,,
1640916364,POINT (-73.963566 40.6760418),,,,,,,
1640916373,POINT (-73.9633944 40.6752159),,,Grand Plaza Liquours and Wines,,,,
1640916377,POINT (-73.9627587 40.6762859),,,,,,,
1640916379,POINT (-73.9630913 40.6752505),,,,,,,
1640916395,POINT (-73.9630618 40.6754071),,,Half Court Sportsbar,,bar,,
1640916399,POINT (-73.9630725 40.6768087),,,Laundry City,,,,
1640916404,POINT (-73.9604748 40.6748399),,,,,school,,
1642095638,POINT (-73.9675973 40.7504545),,,United Nations Visitors Centre,,,,
1642362613,POINT (-73.9771827 40.6810144),,,Blue Sky Bakery,,cafe,,
1642772578,POINT (-73.9639078 40.67744),,,The Bearded Lady,,bar,Washington Avenue,686
1642915622,POINT (-73.9340079 40.6797326),,,,,bench,,
1642915638,POINT (-73.9289198 40.6797387),,,,,parking,,
1653931482,POINT (-73.8359357 40.6958348),,,Elohim Christian Church,,place_of_worship,,
1655274715,POINT (-73.9861038 40.7485548),,,Booger's Whisky Bar,,bar,,
1655435369,POINT (-73.973404 40.7628165),,,CHANEL Boutique,,,E. 57th Street,15
1656391024,POINT (-73.9825787 40.773503),,,Alice Tully Hall,,theatre,,
1658397649,POINT (-73.9332768 40.6720937),,,Bubbles Laundromat,,,Schenectady Avenue,203
1658397650,POINT (-73.9334411 40.6721055),,,,,bicycle_parking,Schenectady Avenue,203
1658397651,POINT (-73.9334803 40.6719394),,,,,bicycle_parking,Schenectady Avenue,205A
1658397652,POINT (-73.9333003 40.6719275),,,Pizza Delivery,,restaurant,Schenectady Avenue,205A
1658491443,POINT (-73.9333707 40.6717199),,,Express Deli,,,Schenectady Avenue,213
1658491460,POINT (-73.9334959 40.6718623),,,,,bicycle_parking,Schenectady Avenue,207
1658491467,POINT (-73.9335507 40.6715181),,,,,bicycle_parking,Schenectady Avenue,213
1658491473,POINT (-73.9335272 40.6717258),,,,,bicycle_parking,Schenectady Avenue,213
1658491477,POINT (-73.9337619 40.6715241),,,,,bicycle_parking,Schenectady Avenue,226
1658491481,POINT (-73.9336132 40.6709426),,,,,bicycle_parking,Schenectady Avenue,231
1658491489,POINT (-73.9336211 40.6708239),,,,,bicycle_parking,Schenectady Avenue,235
1658491492,POINT (-73.9333316 40.6718385),,,Ivette Dominican Salon,,,Schenectady Avenue,207
1659065632,POINT (-73.9338636 40.6706162),,,,,bicycle_parking,Schenectady Avenue,250
1659065635,POINT (-73.9336211 40.6700644),,,,,bicycle_parking,Schenectady Avenue,251
1659065636,POINT (-73.9337149 40.6697914),,,,,bicycle_parking,Schenectady Avenue,255
1659065638,POINT (-73.9336993 40.669655),,,,,bicycle_parking,Schenectady Avenue,261
1659065639,POINT (-73.9339575 40.6700466),,,,,bicycle_parking,Schenectady Avenue,264
1659065642,POINT (-73.9340357 40.6706162),,,Keelings & K.G. Regae Video Music Factory,,,,
1659065643,POINT (-73.933449 40.6700525),,,Mario's Fish Market,,,Schenectady Avenue,251
1659065644,POINT (-73.9335663 40.6697202),,,Park-Way Meats,,,Schenectady Avenue,257
1659065646,POINT (-73.9313289 40.6704085),,,Sing Wah Kitchen,,fast_food,Saint Johns Place,1394
1659110777,POINT (-73.9417102 40.6718801),,,Good Taste,,fast_food,Kingston Avenue,253
1659110779,POINT (-73.9308517 40.6703848),,,,,bicycle_parking,Utica Avenue,239
1659110786,POINT (-73.9308908 40.6700881),,,,,bicycle_parking,Utica Avenue,249
1659110793,POINT (-73.941851 40.6718979),,,,,bicycle_parking,Kingston Avenue,253
1659110799,POINT (-73.9309377 40.6698449),,,,,bicycle_parking,Utica Avenue,257
1659110804,POINT (-73.9337149 40.6695304),,,,,bicycle_parking,Schenectady Avenue,263
1659110818,POINT (-73.9309534 40.669388),,,,,bicycle_parking,Utica Avenue,271
1659110826,POINT (-73.9335741 40.6693761),,,Tropical House Bakery,,,Schenectady Avenue,267
1659182833,POINT (-73.9312194 40.6712808),,,Aicha African Hair Braiding,,,Utica Avenue,220
1659182836,POINT (-73.9311646 40.6707052),,,Anthony's Corner Cafe,,restaurant,Utica Avenue,238
1659182837,POINT (-73.9313211 40.6705391),,,,,bicycle_parking,Saint Johns Place,1394
1659182848,POINT (-73.9309925 40.6716605),,,,,bicycle_parking,Utica Avenue,212
1659182849,POINT (-73.9310551 40.6712867),,,,,bicycle_parking,Utica Avenue,220
1659182851,POINT (-73.9310707 40.6710138),,,,,bicycle_parking,Utica Avenue,226
1659182855,POINT (-73.9310551 40.6707468),,,,,bicycle_parking,Utica Avenue,238
1659182859,POINT (-73.931149 40.6716665),,,Top Level Unisex Salon,,,Utica Avenue,212
1666263415,POINT (-73.9602181 40.7154566),,,Endless Summer,,fast_food,,
1666603088,POINT (-73.9545128 40.8058935),,,Starbucks,,cafe,,
1666605529,POINT (-73.9542097 40.8063381),,,Chase Manhattan,,bank,,
1667213311,POINT (-74.0108427 40.7159229),,,New York Car Insurance Reform,,,Greenwich Street,295
1667353975,POINT (-73.9543658 40.8061088),,,Best Yet Market,,,,
1667357732,POINT (-73.9536362 40.806395),,,Moca Bar & Lounge,,bar,,
1667358508,POINT (-73.9539903 40.8059504),,,Patisserie Des Ambassades,,restaurant,Frederick Douglass Boulevard,
1667359770,POINT (-73.9537515 40.8069513),,,Chocolat Restaurant Lounge,,restaurant,,
1667400684,POINT (-73.9533679 40.8074935),,,Harlem Vintage,,,,
1667402828,POINT (-73.9538775 40.8056378),,,Lee Lee's Baked Goods,,,,
1667402832,POINT (-73.9533733 40.8068051),,,Bad Horse Pizza,,restaurant,,
1667405946,POINT (-73.955495 40.8046977),,,Harlem Tavern,,pub,,
1667405950,POINT (-73.9547118 40.8048886),,,Lido,,restaurant,,
1667407048,POINT (-73.955275 40.8049414),,,Levain Bakery,,,,
1667407727,POINT (-73.955334 40.8048764),,,Subway,,fast_food,,
1667408553,POINT (-73.9548298 40.8044216),,,The Winery,,,,
1667410041,POINT (-73.9562943 40.8035486),,,Mod Squad Cycles,,,,
1667412119,POINT (-73.9566859 40.8022817),,,Zoma,,restaurant,,
1667412535,POINT (-73.9566376 40.8031019),,,Melba's,,restaurant,,
1667413045,POINT (-73.9568468 40.8020015),,,5 & Diamond,,restaurant,,
1667413581,POINT (-73.9567878 40.8028502),,,Bier International,,pub,,
1667418892,POINT (-73.9530327 40.8061352),,,Cedric,,restaurant,,
1667419712,POINT (-73.9532312 40.8062286),,,Billie's Black Bar & Lounge,,restaurant,,
1667420596,POINT (-73.9545347 40.8051525),,,Rite Aid,,pharmacy,,
1667424565,POINT (-73.9546082 40.8083957),,,Mo Deli,,,,
1667527236,POINT (-74.0034002 40.7420667),,,Dream Downtown,,,,
1669534151,POINT (-73.981217 40.7745261),,,Reebok Sports Club/NY,sports_centre,,Columbus Avenue,160
1669534157,POINT (-73.9825581 40.7743961),,,Zara,,,Broadway,1963
1672886064,POINT (-73.9312194 40.6712808),,,Aicha African Hair Braiding,,,Utica Avenue,220
1672886065,POINT (-73.9311646 40.6707052),,,Anthony's Corner Cafe,,restaurant,Utica Avenue,238
1672886066,POINT (-73.9304799 40.6721862),,,Crown Heights Cell Games Beyond,,,Utica Avenue,189
1672886067,POINT (-73.9313211 40.6705391),,,,,bicycle_parking,Saint Johns Place,1394
1672886068,POINT (-73.9305223 40.6730372),,,,,bicycle_parking,Utica Avenue,169
1672886069,POINT (-73.9305353 40.6727643),,,,,bicycle_parking,Utica Avenue,173
1672886071,POINT (-73.9309234 40.6725541),,,,,bicycle_parking,Utica Avenue,188
1672886074,POINT (-73.9306601 40.6721967),,,,,bicycle_parking,Utica Avenue,189
1672886080,POINT (-73.9306601 40.6719549),,,,,bicycle_parking,Utica Avenue,195
1672886082,POINT (-73.9309925 40.6716605),,,,,bicycle_parking,Utica Avenue,212
1672886086,POINT (-73.9306601 40.6716396),,,,,bicycle_parking,Utica Avenue,213
1672886089,POINT (-73.9310551 40.6712867),,,,,bicycle_parking,Utica Avenue,220
1672886094,POINT (-73.9310707 40.6710138),,,,,bicycle_parking,Utica Avenue,226
1672886096,POINT (-73.9310551 40.6707468),,,,,bicycle_parking,Utica Avenue,238
1672886098,POINT (-73.9312337 40.6695868),,,,,bicycle_parking,Utica Avenue,260
1672886100,POINT (-73.9304938 40.6719444),,,Sachelle Hair Salon,,,Utica Avenue,195
